leaf,item,field,answer,source_route,source_state,n_spans,min_span,quote_in_full,quote_in_window,window_reason,issues
current_ownership_pct,uber_travis_kalanick,current_ownership_pct,8.6,unresolved,not-checkable,1,75,,0,"the quote not found: 'Travis Kalanick: 117,505 thousand shares of 1,362,500 thousa'",validating quote not inside the window the model is shown
current_ownership_pct,uber_al_rumayyan_pif_director,current_ownership_pct,5.4,unresolved,not-checkable,1,108,,0,"the quote not found: 'H.E. Yasir Al-Rumayyan (director; PIF-affiliated): 72,963 th'",validating quote not inside the window the model is shown
current_ownership_pct,uber_sb_cayman,current_ownership_pct,16.3,unresolved,not-checkable,1,107,,0,"the quote not found: 'SB Cayman 2 Ltd. (SoftBank-affiliated vehicle): 222,228 thou'",validating quote not inside the window the model is shown
current_ownership_pct,uber_alphabet_entities,current_ownership_pct,5.2,unresolved,not-checkable,1,97,,0,"the quote not found: 'Entities affiliated with Alphabet Inc.: 71,097 thousand shar'",validating quote not inside the window the model is shown
current_ownership_pct,uber_public_investment_fund,current_ownership_pct,5.3,unresolved,not-checkable,1,85,,0,"the quote not found: 'The Public Investment Fund: 72,841 thousand shares of 1,362,'",validating quote not inside the window the model is shown
current_ownership_pct,uber_all_directors_officers_group,current_ownership_pct,33.9,unresolved,not-checkable,1,121,,0,the quote not found: 'All directors and executive officers as a group (19 persons)',validating quote not inside the window the model is shown
founder_ownership_pct,uber_garrett_camp_founder,founder_ownership_pct,6.0,unresolved,not-checkable,1,120,,0,"the quote not found: 'Garrett Camp (Founder; through Expa-1, LLC and RMG-Trust LLC'",validating quote not inside the window the model is shown
founder_ownership_pct,uber_travis_kalanick_founder,founder_ownership_pct,8.6,unresolved,not-checkable,1,85,,0,"the quote not found: 'Travis Kalanick (Founder): 117,505 thousand shares of 1,362,'",validating quote not inside the window the model is shown
founder_ownership_pct,uber_ryan_graves_ceo,founder_ownership_pct,2.4,unresolved,not-checkable,1,86,,0,"the quote not found: 'Ryan Graves (CEO 2009-2010): 33,184 thousand shares of 1,362'",validating quote not inside the window the model is shown
investor_ownership_pct,uber_sb_cayman_investor,investor_ownership_pct,16.3,unresolved,not-checkable,1,118,,0,the quote not found: 'SB Cayman 2 Ltd. (SoftBank-affiliated investment vehicle): 2',validating quote not inside the window the model is shown
investor_ownership_pct,uber_benchmark_investor,investor_ownership_pct,11.0,unresolved,not-checkable,1,112,,0,"the quote not found: 'Entities affiliated with Benchmark Capital Partners: 150,079'",validating quote not inside the window the model is shown
investor_ownership_pct,uber_pif_investor,investor_ownership_pct,5.3,unresolved,not-checkable,1,85,,0,"the quote not found: 'The Public Investment Fund: 72,841 thousand shares of 1,362,'",validating quote not inside the window the model is shown
investor_ownership_pct,uber_alphabet_investor,investor_ownership_pct,5.2,unresolved,not-checkable,1,97,,0,"the quote not found: 'Entities affiliated with Alphabet Inc.: 71,097 thousand shar'",validating quote not inside the window the model is shown
employee_pool_pct,uber_2019_equity_incentive_plan_pool,employee_pool_pct,9.5,unresolved,not-checkable,1,120,,0,the quote not found: '130.0 million shares of our common stock reserved for future',validating quote not inside the window the model is shown
option_pool_shuffle,example1,option_pool_shuffle,0.909,by-content,verified-present,1,90,1,0,"the quote not found: 'The company will issue and sell 1,100,110 shares of Series A'",validating quote not inside the window the model is shown
option_pool_shuffle,example2,option_pool_shuffle,0.24,by-content,verified-present,1,90,1,0,"the quote not found: 'The company will issue and sell 2,500,000 shares of Series A'",validating quote not inside the window the model is shown
option_pool_shuffle,example3,option_pool_shuffle,0.6956,by-content,verified-present,1,91,1,0,"the quote not found: 'The company will issue and sell 2,875,215 shares of Series A'",validating quote not inside the window the model is shown
fully_diluted_basis,actelis_ex,fully_diluted_basis,fully-diluted,by-name,verified-present,1,74,1,1,quote present,
fully_diluted_basis,sybari_ex,fully_diluted_basis,fully-diluted,by-name,verified-present,1,103,1,1,quote present,
fully_diluted_basis,emageon_ex,fully_diluted_basis,fully-diluted,by-name,verified-present,1,76,1,1,quote present,
fully_diluted_basis,ignentertainment_ex,fully_diluted_basis,fully-diluted,by-name,verified-present,1,148,1,1,quote present,
fully_diluted_basis,actelis_body,fully_diluted_basis,issued-outstanding,by-name,verified-present,1,79,1,1,quote present,
fully_diluted_basis,ignentertainment_body,fully_diluted_basis,issued-outstanding,by-name,verified-present,1,81,1,1,quote present,
fully_diluted_basis,hyrecar_body,fully_diluted_basis,issued-outstanding,by-name,verified-present,1,78,1,1,quote present,
fully_diluted_basis,castlebio_body,fully_diluted_basis,issued-outstanding,by-name,verified-present,1,79,1,1,quote present,
multi_round_stacked_dilution,civitas,multi_round_stacked_dilution,32.89,by-name,verified-present,1,43,1,0,the quote not found: 'Dilution per share to new investors $ 32.89',validating quote not inside the window the model is shown
multi_round_stacked_dilution,hyrecar,multi_round_stacked_dilution,2.09,by-name,verified-present,1,59,1,0,the quote not found: 'Dilution per share to new investors in this offering $ 2.09',validating quote not inside the window the model is shown
multi_round_stacked_dilution,castlebio,multi_round_stacked_dilution,28.82,by-name,verified-present,1,66,1,0,the quote not found: 'Dilution per share to new investors participating in this of',validating quote not inside the window the model is shown
multi_round_stacked_dilution,veritone,multi_round_stacked_dilution,14.9,by-name,verified-present,1,78,1,0,the quote not found: 'Dilution per share to new investors purchasing shares in thi',validating quote not inside the window the model is shown
multi_round_stacked_dilution,axcella,multi_round_stacked_dilution,1.96,by-name,verified-present,1,76,1,0,the quote not found: 'immediate dilution of $1.96 in as adjusted net tangible book',validating quote not inside the window the model is shown
liquidation_waterfall_payout,col1_selected_companies_ltm,liquidation_waterfall_payout,0.51,unresolved,not-checkable,2,5,,0,span 1 of 2 not found: 'Implied Per Share Reference Range',validating quote not inside the window the model is shown
liquidation_waterfall_payout,col2_selected_companies_fy17e,liquidation_waterfall_payout,0.42,unresolved,not-checkable,2,5,,0,span 1 of 2 not found: 'Implied Per Share Reference Range',validating quote not inside the window the model is shown
liquidation_waterfall_payout,col3_selected_companies_fy18e,liquidation_waterfall_payout,0.39,unresolved,not-checkable,2,5,,0,span 1 of 2 not found: 'Implied Per Share Reference Range',validating quote not inside the window the model is shown
liquidation_waterfall_payout,col4_discounted_cash_flow,liquidation_waterfall_payout,0.44,unresolved,not-checkable,2,5,,0,span 1 of 2 not found: 'Implied Per Share Reference Range',validating quote not inside the window the model is shown
preference_stack_payout,series_a,preference_stack_payout,58.9,unresolved,not-checkable,1,128,,1,quote present,
preference_stack_payout,series_b,preference_stack_payout,19.7,unresolved,not-checkable,1,128,,1,quote present,
convert_vs_preference_decision,example4_convert,convert_vs_preference_decision,convert,by-content,verified-present,1,67,1,0,the quote not found: 'the investor would elect to convert the Agreement for Future',validating quote not inside the window the model is shown
convert_vs_preference_decision,example5_take_preference,convert_vs_preference_decision,take-preference,by-content,verified-present,1,68,1,0,the quote not found: 'the investor would elect to cash out the Agreement for Futur',validating quote not inside the window the model is shown
board_seats_investor,0001047469-03-010357_a2106288zex-4_8,board_seats_investor,3,by-name,verified-present,1,205,1,1,quote present,
board_seats_investor,0001047469-09-010296_a2195611zex-4_1,board_seats_investor,1,by-name,verified-present,1,163,1,1,quote present,
board_seats_investor,0001104659-17-048201_a17-18633_1ex10d6_pjc,board_seats_investor,3,by-prefix,verified-present,1,145,1,1,quote present,
board_seats_investor,0001104659-17-048201_a17-18633_1ex10d6_opal,board_seats_investor,1,by-prefix,verified-present,1,137,1,1,quote present,
board_seats_investor,0001193125-12-119900_d267119dex43_quantum,board_seats_investor,1,by-prefix,verified-present,1,126,1,1,quote present,
board_seats_investor,0001193125-12-119900_d267119dex43_tribal,board_seats_investor,2,by-prefix,verified-present,1,125,1,1,quote present,
board_seats_investor,0000950134-07-010103_d46152e8vk_mdp,board_seats_investor,5,by-prefix,verified-present,1,162,1,1,quote present,
board_seats_investor,0000950134-07-010103_d46152e8vk_mdp_old,board_seats_investor,9,by-prefix,verified-present,1,167,1,1,quote present,
board_seats_investor,0001437749-22-001514_ex_325546,board_seats_investor,1,by-name,verified-present,1,157,1,1,quote present,
protective_provisions,0001047469-12-003207_a2208385zex-3_1,protective_provisions,yes,by-name,verified-present,1,110,1,1,quote present,
protective_provisions,0001628280-21-018818_exhibit31-sx1,protective_provisions,yes,by-name,verified-present,1,139,1,1,quote present,
protective_provisions,0000950123-10-024749_w77389exv3w1,protective_provisions,yes,by-name,verified-present,1,163,1,1,quote present,
protective_provisions,0001193125-14-104715_d641160dex31,protective_provisions,yes,by-name,verified-present,1,171,1,1,quote present,
protective_provisions,0001193125-04-167617_dex41,protective_provisions,yes,by-name,verified-present,1,174,1,1,quote present,
protective_provisions,0000950134-06-002466_f17144exv99w2,protective_provisions,yes,by-name,verified-present,1,173,1,1,quote present,
protective_provisions,0001193125-07-255707_dex32,protective_provisions,no,by-name,verified-present,1,167,1,1,quote present,
protective_provisions,0001144204-13-065207_v361967_ex99-1,protective_provisions,no,by-name,verified-present,1,111,1,1,quote present,
protective_provisions,0001193125-05-192064_dex101,protective_provisions,no,by-name,verified-present,1,134,1,1,quote present,
protective_provisions,0001193125-08-189285_dex31,protective_provisions,no,by-name,verified-present,1,147,1,1,quote present,
protective_provisions,0001193125-17-003078_d284169dex31,protective_provisions,no,by-name,verified-present,1,169,1,1,quote present,
protective_provisions,0001068874-16-000081_imsc160408_ex10z3,protective_provisions,no,by-name,verified-present,1,122,1,1,quote present,
information_rights,0001193125-11-204682_dex402,information_rights,yes,by-name,verified-present,1,131,1,1,quote present,
information_rights,0000950123-09-064388_f53797orexv4w2,information_rights,yes,by-name,verified-present,1,128,1,1,quote present,
information_rights,0000950123-14-010038_filename6,information_rights,yes,by-name,verified-present,1,156,1,1,quote present,
information_rights,0000950123-20-004953_filename4,information_rights,yes,by-name,verified-present,1,146,1,1,quote present,
information_rights,0001628280-21-019876_exhibit102-sx1,information_rights,yes,by-name,verified-present,1,132,1,1,quote present,
information_rights,0000950134-08-014307_f42787exv10w2,information_rights,yes,by-name,verified-present,1,129,1,1,quote present,
information_rights,0001193125-06-212415_dex991,information_rights,no,by-name,verified-present,1,144,1,1,quote present,
information_rights,0001193125-07-042724_dex101,information_rights,no,by-name,verified-present,1,141,1,1,quote present,
information_rights,0000945841-07-000055_restrstockagreement,information_rights,no,by-name,verified-present,1,131,1,1,quote present,
information_rights,0001193125-15-060049_d836724dex1031,information_rights,no,by-name,verified-present,1,136,1,1,quote present,
information_rights,0000898173-20-000007_orly-20191231ex101926dba,information_rights,no,by-name,verified-present,1,126,1,1,quote present,
information_rights,0000950134-06-004765_c01111s1exv4w4,information_rights,no,by-name,verified-present,1,144,1,1,quote present,
pro_rata_rights,0001213900-26-025748_ea025686308ex10-4,pro_rata_rights,yes,by-name,verified-present,1,121,1,1,quote present,
pro_rata_rights,0001437749-26-019366_ex_971837,pro_rata_rights,yes,by-name,verified-present,1,118,1,1,quote present,
pro_rata_rights,0001104659-26-075802_tm2617498d1_ex3-9,pro_rata_rights,yes,by-name,verified-present,1,109,1,1,quote present,
pro_rata_rights,0001721868-21-000866_filename15,pro_rata_rights,yes,by-name,verified-present,1,135,1,1,quote present,
pro_rata_rights,0001477932-18-004207_mblc_ex103,pro_rata_rights,yes,by-name,verified-present,1,135,1,1,quote present,
pro_rata_rights,0001424884-15-000185_exhibit10-11,pro_rata_rights,yes,by-name,verified-present,1,135,1,1,quote present,
pro_rata_rights,0001193125-05-088679_dex105,pro_rata_rights,no,by-name,verified-present,1,136,1,1,quote present,
pro_rata_rights,0001104659-20-131754_tm2030105d13_ex10-20,pro_rata_rights,no,by-name,verified-present,1,131,1,1,quote present,
pro_rata_rights,0001047469-12-004869_a2208908zex-4_12,pro_rata_rights,no,by-name,verified-present,1,133,1,1,quote present,
pro_rata_rights,0001193125-06-192598_dex1012,pro_rata_rights,no,by-name,verified-present,1,125,1,1,quote present,
pro_rata_rights,0000950123-15-006790_filename6,pro_rata_rights,no,by-name,verified-present,1,158,1,1,quote present,
pro_rata_rights,0001193125-03-085295_dex108,pro_rata_rights,no,by-name,verified-present,1,135,1,1,quote present,
rofr_cosale,0000912057-13-000222_filename4,rofr_cosale,yes,by-name,verified-present,1,148,1,1,quote present,
rofr_cosale,0000950123-14-005490_filename11,rofr_cosale,yes,by-name,verified-present,1,129,1,1,quote present,
rofr_cosale,0000950144-02-006194_g76584exv4w7,rofr_cosale,yes,by-name,verified-present,1,154,1,1,quote present,
rofr_cosale,0001683168-22-000097_aclarion_ex1008,rofr_cosale,yes,by-name,verified-present,1,151,1,1,quote present,
rofr_cosale,0000912057-17-000020_filename4,rofr_cosale,yes,by-name,verified-present,1,124,1,1,quote present,
rofr_cosale,0000912057-01-534636_a2059793zex-10_20,rofr_cosale,yes,by-name,verified-present,1,142,1,1,quote present,
rofr_cosale,0000891020-07-000003_v25599a1exv9w1,rofr_cosale,no,by-name,verified-present,1,125,1,1,quote present,
rofr_cosale,0001493152-16-016248_ex10-1,rofr_cosale,no,by-name,verified-present,1,146,1,1,quote present,
rofr_cosale,0001628280-19-001592_tmhc-123118xex1031,rofr_cosale,no,by-name,verified-present,1,150,1,1,quote present,
rofr_cosale,0001077048-05-000165_ex10-1,rofr_cosale,no,by-name,verified-present,1,129,1,1,quote present,
rofr_cosale,0001144204-04-017555_v08033_green,rofr_cosale,no,by-name,verified-present,1,129,1,1,quote present,
rofr_cosale,0001193125-21-224403_d93222dex105,rofr_cosale,no,by-name,verified-present,1,141,1,1,quote present,
drag_along,0001193125-11-327662_d261388dex43,drag_along,yes,by-name,verified-present,1,148,1,1,quote present,
drag_along,0001047469-07-002039_a2176594zex-4_6,drag_along,yes,by-name,verified-present,1,165,1,1,quote present,
drag_along,0001193125-06-053345_dex101,drag_along,yes,by-name,verified-present,1,131,1,1,quote present,
drag_along,0001104659-12-073362_a12-25837_1ex10d6,drag_along,yes,by-name,verified-present,1,157,1,1,quote present,
drag_along,0000950123-02-009442_e62399a2exv10w20,drag_along,yes,by-name,verified-present,1,161,1,1,quote present,
drag_along,0001047469-06-008353_a2171167zex-10_13,drag_along,yes,by-name,verified-present,1,149,1,1,quote present,
drag_along,0001047469-13-008148_a2216187zex-10_3,drag_along,no,by-name,verified-present,1,130,1,1,quote present,
drag_along,0000912057-17-000020_filename4,drag_along,no,by-name,verified-present,1,124,1,1,quote present,
drag_along,0000950123-10-031429_b80142exv4w4,drag_along,no,by-name,verified-present,1,143,1,1,quote present,
drag_along,0000912057-01-534636_a2059793zex-10_20,drag_along,no,by-name,verified-present,1,123,1,1,quote present,
drag_along,0000950123-14-005490_filename11,drag_along,no,by-name,verified-present,1,143,1,1,quote present,
drag_along,0001144204-16-141777_v455883_ex3-2,drag_along,no,by-name,verified-present,1,143,1,1,quote present,
vesting_acceleration,912562_000091256215000002,vesting_acceleration,yes,by-name,verified-present,1,283,1,1,quote present,
vesting_acceleration,1671858_000119312522280241,vesting_acceleration,yes,by-name,verified-present,1,204,1,1,quote present,
vesting_acceleration,1293310_000119312512306440,vesting_acceleration,yes,by-name,verified-present,1,154,1,1,quote present,
vesting_acceleration,1433714_000119312514041287,vesting_acceleration,yes,by-name,verified-present,1,144,1,1,quote present,
vesting_acceleration,1452751_000119312513403444,vesting_acceleration,yes,by-name,verified-present,1,137,1,1,quote present,
vesting_acceleration,1108271_000119312504159873,vesting_acceleration,yes,by-name,verified-present,1,188,1,1,quote present,
vesting_acceleration,0001193125-13-046243_d484075d8k,vesting_acceleration,no,by-name,verified-present,1,154,1,1,quote present,
vesting_acceleration,0001451809-24-000052_ex1034offerofemployment-sa,vesting_acceleration,no,by-name,verified-present,1,123,1,1,quote present,
vesting_acceleration,0000950005-01-500034_p13538ex99-7,vesting_acceleration,no,by-name,verified-present,1,168,1,1,quote present,
vesting_schedule,1293310_000119312512306440,vesting_schedule,4yr/1yr-cliff,by-name,verified-present,1,258,1,1,quote present,
vesting_schedule,1452751_000119312513403444,vesting_schedule,4yr/1yr-cliff,by-name,verified-present,1,271,1,1,quote present,
vesting_schedule,1108271_000119312504159873,vesting_schedule,1.5yr/no-cliff,by-name,verified-present,1,246,1,1,quote present,
vesting_schedule,0001558370-21-008713_giii-20210628x8k,vesting_schedule,3yr/cliff,by-name,verified-present,1,233,1,1,quote present,
vesting_schedule,0001451809-24-000052_ex1034offerofemployment-sa,vesting_schedule,4yr/no-cliff,by-name,verified-present,1,250,1,1,quote present,
vesting_schedule,0001144204-15-053727_v419640_ex10-1,vesting_schedule,4yr/no-cliff,by-name,verified-present,1,256,1,1,quote present,
vesting_schedule,0001516513-23-000036_ex-107xcraigoverpeckofferl,vesting_schedule,4yr/no-cliff,by-name,verified-present,1,226,1,1,quote present,
vesting_schedule,0000020740-17-000006_a201610kex1012,vesting_schedule,4yr/no-cliff,by-name,verified-present,1,240,1,1,quote present,
vesting_schedule,0001104659-09-054183_a09-26145_18k,vesting_schedule,4yr/1yr-cliff,by-name,verified-present,1,232,1,1,quote present,
cliff_present,0001503707-23-000002_ltipformfinalforedgar,cliff_present,yes,by-name,verified-present,1,128,1,1,quote present,
cliff_present,0001558370-21-008713_giii-20210628x8k,cliff_present,yes,by-name,verified-present,1,128,1,1,quote present,
cliff_present,0000790816-14-000054_bdn8k-annualawards_031414,cliff_present,yes,by-name,verified-present,1,140,1,1,quote present,
cliff_present,0001144204-18-050119_tv502422_10k,cliff_present,yes,by-name,verified-present,1,139,1,1,quote present,
cliff_present,0001299933-11-000951_htm_41195,cliff_present,yes,by-name,verified-present,1,139,1,1,quote present,
cliff_present,0001104659-09-039164_a09-16464_1ex10d1,cliff_present,yes,by-name,verified-present,1,128,1,1,quote present,
cliff_present,0001451809-24-000052_ex1034offerofemployment-sa,cliff_present,no,by-name,verified-present,1,118,1,1,quote present,
cliff_present,0001144204-15-053727_v419640_ex10-1,cliff_present,no,by-name,verified-present,1,115,1,1,quote present,
cliff_present,0001516513-23-000036_ex-107xcraigoverpeckofferl,cliff_present,no,by-name,verified-present,1,111,1,1,quote present,
cliff_present,0001299933-05-001251_exhibit2,cliff_present,no,by-name,verified-present,1,122,1,1,quote present,
cliff_present,0000020740-17-000006_a201610kex1012,cliff_present,no,by-name,verified-present,1,140,1,1,quote present,
cliff_present,0001104659-09-054183_a09-26145_18k,cliff_present,no,by-name,verified-present,1,133,1,1,quote present,
acceleration_trigger,912562_000091256215000002,acceleration_trigger,double-trigger,by-name,verified-present,1,225,1,1,quote present,
acceleration_trigger,1671858_000119312522280241,acceleration_trigger,double-trigger,by-name,verified-present,1,237,1,1,quote present,
acceleration_trigger,1293310_000119312512306440,acceleration_trigger,double-trigger,by-name,verified-present,1,258,1,1,quote present,
acceleration_trigger,1433714_000119312514041287,acceleration_trigger,double-trigger,by-name,verified-present,1,244,1,1,quote present,
acceleration_trigger,1318568_000155837016005813,acceleration_trigger,double-trigger,by-name,verified-present,1,344,1,1,quote present,
acceleration_trigger,1396009_000095014408007433,acceleration_trigger,double-trigger,by-name,verified-present,1,268,1,1,quote present,
acceleration_trigger,1358403_000135840318000037,acceleration_trigger,double-trigger,by-name,verified-present,1,229,1,1,quote present,
acceleration_trigger,1452751_000119312513403444,acceleration_trigger,single-trigger,by-name,verified-present,1,290,1,1,quote present,
acceleration_trigger,1108271_000119312504159873,acceleration_trigger,single-trigger,by-name,verified-present,1,288,1,1,quote present,
acceleration_trigger,1566826_000121390025046512,acceleration_trigger,single-trigger,by-name,verified-present,1,242,1,1,quote present,
acceleration_trigger,1158172_000095013308000368,acceleration_trigger,single-trigger,by-name,verified-present,1,248,1,1,quote present,
acceleration_trigger,1661460_000119312523020421,acceleration_trigger,single-trigger,by-name,verified-present,1,245,1,1,quote present,
acceleration_trigger,31791_000003179124000004,acceleration_trigger,single-trigger,by-name,verified-present,1,216,1,1,quote present,
option_strike_409a,0001125282-06-006236_0p03,option_strike_409a,0.03,by-content,verified-present,1,135,1,1,quote present,
option_strike_409a,0001125282-06-006236_0p25,option_strike_409a,0.25,by-content,verified-present,1,135,1,1,quote present,
option_strike_409a,0001193125-11-194811_0p61,option_strike_409a,0.61,by-content,verified-present,1,143,1,1,quote present,
option_strike_409a,0001125282-06-006236_1p25,option_strike_409a,1.25,by-content,verified-present,1,135,1,1,quote present,
option_strike_409a,0001125282-06-007804_2p0,option_strike_409a,2.0,by-content,verified-present,1,135,1,1,quote present,
option_strike_409a,0001193125-11-194811_7p5,option_strike_409a,7.5,by-content,verified-present,1,143,1,1,quote present,
option_strike_409a,0001125282-06-006236_11p0,option_strike_409a,11.0,by-content,verified-present,1,135,1,1,quote present,
exercise_window,sirva,exercise_window,30 days,by-name,verified-present,1,66,1,1,quote present,
exercise_window,covisint,exercise_window,85 days,by-name,verified-present,1,46,1,1,quote present,
exercise_window,annaslinens,exercise_window,90 days,by-name,verified-present,1,55,1,1,quote present,
exercise_window,williamsscotsman,exercise_window,90 days,by-name,verified-present,1,46,1,1,quote present,
exercise_window,douglasdynamics1,exercise_window,180 days,by-name,verified-present,1,51,1,1,quote present,
securities_exemption,1102449,securities_exemption,506b,unresolved,not-checkable,1,16,,1,"quote present; the single span is 16 chars, below the 40-char evidence floor",
securities_exemption,1260990,securities_exemption,506b,unresolved,not-checkable,1,16,,1,"quote present; the single span is 16 chars, below the 40-char evidence floor",
securities_exemption,1444307,securities_exemption,506b,unresolved,not-checkable,1,16,,1,"quote present; the single span is 16 chars, below the 40-char evidence floor",
securities_exemption,1498738,securities_exemption,506c,by-content,verified-absent,1,16,0,1,"quote present; the single span is 16 chars, below the 40-char evidence floor",validating quote NOT found in the source document
securities_exemption,1597815,securities_exemption,506b,unresolved,not-checkable,1,16,,1,"quote present; the single span is 16 chars, below the 40-char evidence floor",
securities_exemption,1795387,securities_exemption,506c,unresolved,not-checkable,1,16,,1,"quote present; the single span is 16 chars, below the 40-char evidence floor",
securities_exemption,1804648,securities_exemption,506c,unresolved,not-checkable,1,16,,1,"quote present; the single span is 16 chars, below the 40-char evidence floor",
securities_exemption,1902507,securities_exemption,506c,unresolved,not-checkable,1,16,,1,"quote present; the single span is 16 chars, below the 40-char evidence floor",
securities_exemption,1947170,securities_exemption,506b,unresolved,not-checkable,1,16,,1,"quote present; the single span is 16 chars, below the 40-char evidence floor",
securities_exemption,1981408,securities_exemption,506b,unresolved,not-checkable,1,16,,1,"quote present; the single span is 16 chars, below the 40-char evidence floor",
form_d_fields,1456554_000145655410000002,form_d_field_value,"2,366,532",by-name,verified-present,1,238,1,1,quote present,
form_d_fields,1549044_000154904412000001,form_d_field_value,"70,227,931.85",by-name,verified-present,1,333,1,1,quote present,
s1_use_of_proceeds,hyrecar,s1_use_of_proceeds,general corporate purposes,by-name,verified-present,1,116,1,1,quote present,
s1_use_of_proceeds,castlebio,s1_use_of_proceeds,research and development activities,by-name,verified-present,1,179,1,1,quote present,
s1_use_of_proceeds,axcella,s1_use_of_proceeds,advance our current liver programs,by-name,verified-present,1,145,1,1,quote present,
s1_use_of_proceeds,veritone,s1_use_of_proceeds,working capital and general corporate purposes,by-name,verified-present,1,103,1,1,quote present,
s1_use_of_proceeds,civitas,s1_use_of_proceeds,redeem all of the senior notes,by-name,verified-present,1,120,1,1,quote present,
s1_risk_factors,hyrecar_1,s1_risk_factors,Our limited operating history makes it difficult to evaluate,by-prefix,verified-present,1,155,1,1,quote present,
s1_risk_factors,hyrecar_2,s1_risk_factors,"If we do not respond appropriately, the evolution of the aut",by-prefix,verified-present,1,173,1,1,quote present,
s1_risk_factors,hyrecar_3,s1_risk_factors,Fluctuating economic conditions make it difficult to predict,by-prefix,verified-present,1,152,1,1,quote present,
s1_risk_factors,axcella_1,s1_risk_factors,"If you purchase our common stock in this offering, you will ",by-prefix,verified-present,1,147,1,1,quote present,
s1_risk_factors,axcella_2,s1_risk_factors,"We have broad discretion in the use of our existing cash, ca",by-prefix,verified-present,1,148,1,1,quote present,
financial_statement_qa,civitas,financial_statement_qa,1123118,by-name,verified-present,1,67,1,1,quote present,
financial_statement_qa,ignentertainment,financial_statement_qa,17541,by-name,verified-present,1,47,1,1,quote present,
financial_statement_qa,castlebio,financial_statement_qa,22786,by-name,verified-present,1,12,1,1,"quote present; the single span is 12 chars, below the 40-char evidence floor",
financial_statement_qa,emageon,financial_statement_qa,12619,by-name,verified-present,1,55,1,1,quote present,
financial_statement_qa,hyrecar,financial_statement_qa,9777079,by-name,verified-present,1,52,1,1,quote present,
flag_offmarket_liqpref,1461993_000119312517361673,flag_offmarket_liqpref,yes,by-name,verified-present,1,146,1,1,quote present,
flag_offmarket_liqpref,877931_000119312508100740,flag_offmarket_liqpref,yes,by-name,verified-present,1,135,1,1,quote present,
flag_offmarket_liqpref,1427222_000101376208000358,flag_offmarket_liqpref,yes,by-name,verified-present,1,135,1,1,quote present,
flag_offmarket_liqpref,1780201_000119312521296901,flag_offmarket_liqpref,yes,by-name,verified-present,1,145,1,1,quote present,
flag_offmarket_liqpref,1130258_000104746906010148,flag_offmarket_liqpref,yes,unresolved,not-checkable,1,150,,1,quote present,
flag_offmarket_liqpref,1447599_000119312515209758,flag_offmarket_liqpref,no,by-name,verified-present,1,143,1,1,quote present,
flag_offmarket_liqpref,1722271_000091205720000111,flag_offmarket_liqpref,no,by-name,verified-present,1,143,1,1,quote present,
flag_offmarket_liqpref,1119700_000114420405033377,flag_offmarket_liqpref,no,by-name,verified-present,1,157,1,1,quote present,
flag_offmarket_liqpref,1327811_000132781118000039,flag_offmarket_liqpref,no,by-name,verified-present,1,198,1,1,quote present,
flag_offmarket_liqpref,1469166_000095012314005342,flag_offmarket_liqpref,no,by-name,verified-present,1,141,1,1,quote present,
flag_full_ratchet,0000950123-14-003249_filename2.htm,flag_full_ratchet,yes,by-name,verified-present,1,108,1,1,quote present,
flag_full_ratchet,0001104659-14-075598_a14-23423_18k.htm,flag_full_ratchet,yes,by-name,verified-present,1,114,1,1,quote present,
flag_full_ratchet,0001144204-14-015857_v371796_8k.htm,flag_full_ratchet,yes,by-name,verified-present,1,92,1,1,quote present,
flag_full_ratchet,0001193125-12-290128_d377132d8k.htm,flag_full_ratchet,yes,by-name,verified-present,1,112,1,1,quote present,
flag_full_ratchet,0000950134-02-011491_d99683e8vk.txt,flag_full_ratchet,no,by-name,verified-present,1,95,1,1,quote present,
flag_full_ratchet,1082733_000165495426003578,flag_full_ratchet,no,by-name,verified-present,1,133,1,1,quote present,
flag_full_ratchet,1103078_000119312505072191,flag_full_ratchet,no,by-name,verified-present,1,133,1,1,quote present,
flag_uncapped_participation,1076103_000091476003000217,flag_uncapped_participation,yes,by-name,verified-present,1,218,1,1,quote present,
flag_uncapped_participation,1374128_000119312517292995,flag_uncapped_participation,yes,by-name,verified-present,1,247,1,1,quote present,
flag_uncapped_participation,1604950_000119312517316695,flag_uncapped_participation,yes,by-name,verified-present,1,281,1,1,quote present,
flag_uncapped_participation,1722271_000091205720000111,flag_uncapped_participation,yes,by-name,verified-present,1,285,1,1,quote present,
flag_uncapped_participation,319458_000143774924026112,flag_uncapped_participation,no,by-name,verified-present,1,158,1,1,quote present,
flag_uncapped_participation,1113481_000111348114000003,flag_uncapped_participation,no,by-name,verified-present,1,159,1,1,quote present,
flag_uncapped_participation,1200720_000104746904001493,flag_uncapped_participation,no,by-name,verified-present,1,166,1,1,quote present,
flag_uncapped_participation,1327811_000132781118000039,flag_uncapped_participation,no,by-name,verified-present,1,181,1,1,quote present,
flag_uncapped_participation,1344413_000089161805000914,flag_uncapped_participation,no,by-name,verified-present,1,172,1,1,quote present,
flag_uncapped_participation,1447599_000119312515209758,flag_uncapped_participation,no,by-name,verified-present,1,134,1,1,quote present,
flag_uncapped_participation,1053148_000095014401503351,flag_uncapped_participation,no,by-name,verified-present,1,161,1,1,quote present,
flag_uncapped_participation,1067837_000119312515255977,flag_uncapped_participation,no,by-name,verified-present,1,175,1,1,quote present,
